क्रस,प्रदेश,स्थानीय तहको नाम,जिल्ला,वेवसाईट,कार्यालयको ईमेल,सम्पर्क फोन,बिस्तृतमा
७३१,सुदूरपश्चिम प्रदेश,तुर्माखाँद गाउँपालिका,अछाम,http://turmakhadmun.gov.np,info@turmakhadmun.gov.np,9759005111,
७३२,सुदूरपश्चिम प्रदेश,मोहन्याल गाउँपालिका,कैलाली,http://mohanyalmun.gov.np,ito.mohanyalmun@gmail.com,9858426759,
७३३,सुदूरपश्चिम प्रदेश,चुरे गाउँपालिका,कैलाली,http://churemun.gov.np,chure.gaupalika@gmail.com,9848460012,
७३४,सुदूरपश्चिम प्रदेश,गोदावरी नगरपालिका,कैलाली,http://godawarimunkailali.gov.np,info@godawarimunkailali.gov.np,091-508001,
७३५,सुदूरपश्चिम प्रदेश,गौरीगंगा नगरपालिका,कैलाली,http://gaurigangamun.gov.np,info@gaurigangamun.gov.np,091-418060,
७३६,सुदूरपश्चिम प्रदेश,घोडाघोडी नगरपालिका,कैलाली,http://ghodaghodimun.gov.np,ghodaghodimun@gmail.com,091-403026,
७३७,सुदूरपश्चिम प्रदेश,बर्दगोरिया गाउँपालिका,कैलाली,http://bardgoriyamun.gov.np,info@bardgoriyamun.gov.np,091-404089,
७३८,सुदूरपश्चिम प्रदेश,लम्किचुहा नगरपालिका,कैलाली,http://lamkichuhamun.gov.np,info@lamkichuhamun.gov.np,091-419046,
७३९,सुदूरपश्चिम प्रदेश,जानकी गाउँपालिका,कैलाली,http://janakimunkailali.gov.np,janakiruralmun@gmail.com,091-500077,
७४०,सुदूरपश्चिम प्रदेश,जोशीपुर गाउँपालिका,कैलाली,http://joshipurmun.gov.np,info@joshipurmun.gov.np,091-401102,
७४१,सुदूरपश्चिम प्रदेश,टिकापुर नगरपालिका,कैलाली,http://tikapurmun.gov.np,info@tikapurmun.gov.np,91-560118,
७४२,सुदूरपश्चिम प्रदेश,भजनी नगरपालिका,कैलाली,http://bhajanimun.gov.np,info@bhajanimun.gov.np,091-580101,
७४३,सुदूरपश्चिम प्रदेश,कैलारी गाउँपालिका,कैलाली,http://kailarimun.gov.np,info@kailarimun.gov.np,091545015,
७४४,सुदूरपश्चिम प्रदेश,धनगढी उप-महानगरपालिका,कैलाली,http://dhangadhimun.gov.np,dhangadhimun2013@gmail.com,091-520733,
७४५,सुदूरपश्चिम प्रदेश,कृष्णपुर नगरपालिका,कञ्चनपुर,http://krishnapurmun.gov.np,info@krishnapurmun.gov.np,099-412046,
७४६,सुदूरपश्चिम प्रदेश,शुक्लाफाँट नगरपालिका,कञ्चनपुर,http://shuklaphantamun.gov.np,info@shuklaphantamun.gov.np,099-540010,
७४७,सुदूरपश्चिम प्रदेश,बेदकोट नगरपालिका,कञ्चनपुर,http://bedkotmun.gov.np,info@bedkotmun.gov.np,099-413121,
७४८,सुदूरपश्चिम प्रदेश,भिमदत्त नगरपालिका,कञ्चनपुर,http://bheemdattamun.gov.np,info@bheemdattamun.gov.np,"099-521322,",
७४९,सुदूरपश्चिम प्रदेश,दोधारा चाँदनी नगरपालिका,कञ्चनपुर,http://dodharachandanimun.gov.np,dcmun1015@gmail.com,099-400030,
७५०,सुदूरपश्चिम प्रदेश,लालझाडी गाउँपालिका,कञ्चनपुर,http://laljhadimun.gov.np,info@laljhadimun.gov.np,9858754111,
७५१,सुदूरपश्चिम प्रदेश,पुनर्वास नगरपालिका,कञ्चनपुर,http://punarbasmun.gov.np,info@punarbasmun.gov.np,099-420055,
७५२,सुदूरपश्चिम प्रदेश,बेलौरी नगरपालिका,कञ्चनपुर,http://belaurimun.gov.np,belaurimunicipality@gmail.com,099-580292,
७५३,सुदूरपश्चिम प्रदेश,बेलडाँडी गाउँपालिका,कञ्चनपुर,http://beldandimun.gov.np,info@beldandimun.gov.np,9858731111,
